seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	101706035	101706229	195	*	X37521	1306	101705995	101833074	127080	+	0	inside	39	COL15A1
chr9	101866556	101866855	300	*	X37524	7046	101867412	101916473	49062	+	556	upstream	556	TGFBR1
chr9	101866931	101867065	135	*	X37525	7046	101867412	101916473	49062	+	346	upstream	346	TGFBR1
chr9	102582751	102582855	105	*	X37527	8013	102584137	102629173	45037	+	1281	upstream	1281	NR4A3
chr9	102584116	102584235	120	*	X37528	8013	102584137	102629173	45037	+	0	overlapStart	0	NR4A3
chr9	102668848	102668922	75	*	X37535	55014	102668915	102736818	67904	+	0	overlapStart	0	STX17
chr9	102668848	102668922	75	*	X37535	441461	102648600	102668883	20284	-	0	overlapStart	0	STX17-AS1
chr9	102861166	102861270	105	*	X37536	27130	102861502	103063426	201925	+	231	upstream	231	INVS
chr9	102861166	102861270	105	*	X37536	23071	102741463	102861330	119868	-	0	inside	59	ERP44
chr9	103189301	103189390	90	*	X37540	91283	103189495	103214016	24522	+	104	upstream	104	MSANTD3
chr9	103189742	103189780	39	*	X37541	91283	103189495	103214016	24522	+	0	inside	246	MSANTD3
chr9	104161191	104161549	359	*	X37547	7743	104161136	104172942	11807	+	0	inside	54	ZNF189
chr9	104161191	104161549	359	*	X37547	54534	104151122	104160919	9798	-	271	upstream	271	MRPL50
chr9	106856809	106856928	120	*	X37551	10592	106856541	106903700	47160	+	0	inside	267	SMC2
chr9	107510139	107510258	120	*	X37552	25934	107509969	107535189	25221	+	0	inside	169	NIPSNAP3A
chr9	107526594	107526683	90	*	X37553	55335	107526451	107553175	26725	+	0	inside	142	NIPSNAP3B
chr9	107690425	107690559	135	*	X37555	19	107543284	107690527	147244	-	0	overlapStart	0	ABCA1
chr9	107690635	107690754	120	*	X37556	19	107543284	107690527	147244	-	107	upstream	107	ABCA1
chr9	108006830	108006919	90	*	X37559	23446	108006929	108200782	193854	+	9	upstream	9	SLC44A1
chr9	108007190	108007489	300	*	X37560	23446	108006929	108200782	193854	+	0	inside	260	SLC44A1
chr9	108210539	108210778	240	*	X37562	83856	108210315	108311385	101071	+	0	inside	223	FSD1L
chr9	108457099	108457248	150	*	X37563	55151	108456806	108538892	82087	+	0	inside	292	TMEM38B
chr9	109624266	109624385	120	*	X37565	58499	109625378	109773796	148419	+	992	upstream	992	ZNF462
chr9	109624791	109624910	120	*	X37566	58499	109625378	109773796	148419	+	467	upstream	467	ZNF462
chr9	109625380	109625469	90	*	X37567	58499	109625378	109773796	148419	+	0	inside	1	ZNF462
chr9	110045741	110045815	75	*	X37572	5887	110045517	110094475	48959	+	0	inside	223	RAD23B
chr9	110251757	110251872	116	*	X37576	9314	110247133	110252047	4915	-	0	inside	174	KLF4
chr9	110253550	110253639	90	*	X37577	9314	110247133	110252047	4915	-	1502	upstream	1502	KLF4
chr9	111696595	111696684	90	*	X37582	54942	111696673	111703237	6565	+	0	overlapStart	0	ABITRAM
chr9	111696595	111696684	90	*	X37582	8518	111629800	111696608	66809	-	0	overlapStart	0	ELP1
chr9	111696705	111696809	105	*	X37583	54942	111696673	111703237	6565	+	0	inside	31	ABITRAM
chr9	111696705	111696809	105	*	X37583	8518	111629800	111696608	66809	-	96	upstream	96	ELP1
chr9	111775689	111775819	131	*	X37585	8727	111704851	111775764	70914	-	0	overlapStart	0	CTNNAL1
chr9	111776002	111776018	17	*	X37586	8727	111704851	111775764	70914	-	237	upstream	237	CTNNAL1
chr9	111929543	111929619	77	*	X37590	23732	111899581	111929571	29991	-	0	overlapStart	0	FRRS1L
chr9	112402514	112402633	120	*	X37596	114299	112403068	112713756	310689	+	434	upstream	434	NA
chr9	112402664	112402783	120	*	X37597	114299	112403068	112713756	310689	+	284	upstream	284	NA
chr9	112810806	112810955	150	*	X37599	11217	112810878	112934791	123914	+	0	overlapStart	0	NA
chr9	112811121	112811240	120	*	X37600	11217	112810878	112934791	123914	+	0	inside	242	NA
chr9	113018452	113018646	195	*	X37601	7295	113006092	113018920	12829	-	0	inside	273	TXN
chr9	113343177	113343251	75	*	X37603	79987	113127529	113342160	214632	-	1016	upstream	1016	SVEP1
chr9	113801542	113801676	135	*	X37606	1902	113636054	113801526	165473	-	15	upstream	15	LPAR1
chr9	114287589	114287693	105	*	X37609	158399	114287447	114340124	52678	+	0	inside	141	ZNF483
chr9	114361948	114362082	135	*	X37612	22949	114312002	114362135	50134	-	0	inside	52	PTGR1
chr9	114658837	114658866	30	*	X37613	7357	114659206	114695433	36228	+	339	upstream	339	UGCG
chr9	114659287	114659391	105	*	X37614	7357	114659206	114695433	36228	+	0	inside	80	UGCG
chr9	114938391	114938510	120	*	X37616	64420	114803061	114937556	134496	-	834	upstream	834	SUSD1
chr9	115095878	115095969	92	*	X37618	9991	114979995	115095944	115950	-	0	overlapStart	0	PTBP3
chr9	115142349	115142450	102	*	X37619	84263	115142189	115234685	92497	+	0	inside	159	HSDL2
chr9	115249006	115249041	36	*	X37620	158405	115249248	115422706	173459	+	206	upstream	206	KIAA1958
chr9	115249209	115249215	7	*	X37621	158405	115249248	115422706	173459	+	32	upstream	32	KIAA1958
chr9	115480659	115480690	32	*	X37623	58493	115448791	115480387	31597	-	271	upstream	271	INIP
chr9	115774190	115774354	165	*	X37625	169834	115759400	115774472	15073	-	0	inside	117	ZNF883
chr9	115913365	115913469	105	*	X37635	1318	115913238	115926422	13185	+	0	inside	126	SLC31A2
chr9	115983782	115983931	150	*	X37636	1317	115983808	116029217	45410	+	0	overlapStart	0	SLC31A1
chr9	116111725	116111769	45	*	X37637	54836	116111812	116133513	21702	+	42	upstream	42	BSPRY
chr9	116111837	116111949	113	*	X37638	54836	116111812	116133513	21702	+	0	inside	24	BSPRY
chr9	116112025	116112084	60	*	X37639	54836	116111812	116133513	21702	+	0	inside	212	BSPRY
chr9	116139255	116139339	85	*	X37642	81932	116135698	116139233	3536	-	21	upstream	21	HDHD3
chr9	116139383	116139629	247	*	X37643	81932	116135698	116139233	3536	-	149	upstream	149	HDHD3
chr9	116172664	116172753	90	*	X37645	257169	116172935	116191879	18945	+	181	upstream	181	C9orf43
chr9	116172664	116172753	90	*	X37645	54107	116169518	116173029	3512	-	0	inside	275	POLE3
chr9	116637759	116637767	9	*	X37653	114991	116638562	116818875	180314	+	794	upstream	794	ZNF618
chr9	116638833	116639139	307	*	X37654	114991	116638562	116818875	180314	+	0	inside	270	ZNF618
chr9	116861066	116861311	246	*	X37657	113220	116853918	116861507	7590	-	0	inside	195	KIF12
chr9	116861513	116861707	195	*	X37658	113220	116853918	116861507	7590	-	5	upstream	5	KIF12
chr9	116861888	116862022	135	*	X37659	113220	116853918	116861507	7590	-	380	upstream	380	KIF12
chr9	116862373	116862524	152	*	X37660	113220	116853918	116861507	7590	-	865	upstream	865	KIF12
chr9	116916263	116916352	90	*	X37662	85301	116918231	117072975	154745	+	1878	upstream	1878	COL27A1
chr9	116917433	116917552	120	*	X37663	85301	116918231	117072975	154745	+	678	upstream	678	COL27A1
chr9	116917757	116917838	82	*	X37664	85301	116918231	117072975	154745	+	392	upstream	392	COL27A1
chr9	116918529	116918536	8	*	X37665	85301	116918231	117072975	154745	+	0	inside	297	COL27A1
chr9	117267716	117267794	79	*	X37671	25861	117164360	117267736	103377	-	0	overlapStart	0	WHRN
chr9	117268571	117268705	135	*	X37672	25861	117164360	117267736	103377	-	834	upstream	834	WHRN
chr9	117350201	117350320	120	*	X37673	9550	117349994	117361152	11159	+	0	inside	206	ATP6V1G1
chr9	117880538	117880687	150	*	X37674	3371	117781854	117880536	98683	-	1	upstream	1	TNC
chr9	118916039	118916162	124	*	X37675	5069	118916071	119164600	248530	+	0	overlapStart	0	PAPPA
chr9	119449632	119449722	91	*	X37685	22954	119449581	119463579	13999	+	0	inside	50	TRIM32
chr9	119449827	119450066	240	*	X37686	22954	119449581	119463579	13999	+	0	inside	245	TRIM32
chr9	120177310	120177669	360	*	X37689	23245	119187504	120177317	989814	-	0	overlapStart	0	ASTN2
chr9	120177775	120177909	135	*	X37690	23245	119187504	120177317	989814	-	457	upstream	457	ASTN2
chr9	122131802	122132071	270	*	X37692	1620	121928908	122131739	202832	-	62	upstream	62	BRINP1
chr9	123477565	123477669	105	*	X37696	1955	123363196	123476765	113570	-	799	upstream	799	MEGF9
chr9	123837482	123837766	285	*	X37699	11064	123837242	123939886	102645	+	0	inside	239	CNTRL
chr9	123963922	123964071	150	*	X37701	2934	123963761	124095120	131360	+	0	inside	160	GSN
chr9	123963922	123964071	150	*	X37701	51552	123940415	123964365	23951	-	0	inside	293	RAB14
chr9	124132484	124132518	35	*	X37713	2040	124101266	124132582	31317	-	0	inside	63	STOM
chr9	124262369	124262593	225	*	X37715	2681	124207269	124262306	55038	-	62	upstream	62	GGTA1
chr9	124921700	124921909	210	*	X37735	254956	124922190	124962367	40178	+	280	upstream	280	MORN5
chr9	124921700	124921909	210	*	X37735	4702	124906338	124922098	15761	-	0	inside	188	NDUFA8
chr9	124990724	124990798	75	*	X37746	26468	124964856	124991091	26236	-	0	inside	292	LHX6
chr9	124991069	124991308	240	*	X37747	26468	124964856	124991091	26236	-	0	overlapStart	0	LHX6
chr9	125027372	125027491	120	*	X37748	92400	125001834	125027143	25310	-	228	upstream	228	RBM18
chr9	125131873	125131889	17	*	X37751	5742	125132809	125157982	25174	+	919	upstream	919	PTGS1
chr9	125590489	125590683	195	*	X37757	5082	125580376	125590935	10560	-	0	inside	251	PDCL
chr9	125693532	125693651	120	*	X37758	57684	125680378	125693779	13402	-	0	inside	127	ZBTB26
chr9	125703294	125703386	93	*	X37759	23637	125703112	125867147	164036	+	0	inside	181	RABGAP1
chr9	126118110	126118215	106	*	X37763	286204	126118448	126141032	22585	+	232	upstream	232	CRB2
chr9	126118366	126118545	180	*	X37764	286204	126118448	126141032	22585	+	0	overlapStart	0	CRB2
chr9	126692141	126692290	150	*	X37769	57706	126141933	126692417	550485	-	0	inside	126	DENND1A
chr9	126692621	126692740	120	*	X37770	57706	126141933	126692417	550485	-	203	upstream	203	DENND1A
chr9	126773606	126773660	55	*	X37778	9355	126773889	126795442	21554	+	228	upstream	228	LHX2
chr9	126773906	126774040	135	*	X37779	9355	126773889	126795442	21554	+	0	inside	16	LHX2
chr9	127020162	127020167	6	*	X37794	10783	127019885	127114719	94835	+	0	inside	276	NEK6
chr9	127177509	127177613	105	*	X37796	5695	127115744	127177752	62009	-	0	inside	138	PSMB7
chr9	127212717	127212751	35	*	X37797	347088	127213423	127240868	27446	+	671	upstream	671	ADGRD2
chr9	127533015	127533281	267	*	X37818	2649	127284703	127533576	248874	-	0	inside	294	NR6A1
chr9	127533801	127533875	75	*	X37819	2649	127284703	127533576	248874	-	224	upstream	224	NR6A1
chr9	128003566	128003685	120	*	X37823	3309	127997127	128003666	6540	-	0	overlapStart	0	HSPA5
chr9	128003701	128003716	16	*	X37824	3309	127997127	128003666	6540	-	34	upstream	34	HSPA5
chr9	128004316	128004420	105	*	X37825	3309	127997127	128003666	6540	-	649	upstream	649	HSPA5
chr9	129088496	129088675	180	*	X37831	89853	129089123	129269320	180198	+	447	upstream	447	MVB12B
chr9	129088691	129088909	219	*	X37832	89853	129089123	129269320	180198	+	213	upstream	213	MVB12B
chr9	129089413	129089455	43	*	X37833	89853	129089123	129269320	180198	+	0	inside	289	MVB12B
chr9	129374802	129374906	105	*	X37840	4010	129376722	129463311	86590	+	1815	upstream	1815	LMX1B
chr9	129375376	129375525	150	*	X37841	4010	129376722	129463311	86590	+	1196	upstream	1196	LMX1B
chr9	129376072	129376161	90	*	X37842	4010	129376722	129463311	86590	+	560	upstream	560	LMX1B
chr9	129566539	129566551	13	*	X37883	23099	129567285	129600487	33203	+	733	upstream	733	ZBTB43
chr9	129622524	129622643	120	*	X37884	403341	129622944	129648156	25213	+	300	upstream	300	ZBTB34
chr9	129623180	129623243	64	*	X37885	403341	129622944	129648156	25213	+	0	inside	235	ZBTB34
chr9	129676544	129676633	90	*	X37886	9649	129677053	129985445	308393	+	419	upstream	419	RALGPS1
chr9	129884949	129885158	210	*	X37890	23452	129849628	129885044	35417	-	0	overlapStart	0	ANGPTL2
chr9	130159412	130159444	33	*	X37899	29988	130159417	130170170	10754	+	0	overlapStart	0	SLC2A8
chr9	130159520	130159654	135	*	X37900	29988	130159417	130170170	10754	+	0	inside	102	SLC2A8
chr9	130211758	130211877	120	*	X37903	26783	130210781	130210916	136	-	841	upstream	841	SNORA65
chr9	130211758	130211877	120	*	X37903	90678	130213765	130265780	52016	+	1887	upstream	1887	LRSAM1
chr9	130213873	130214022	150	*	X37904	90678	130213765	130265780	52016	+	0	inside	107	LRSAM1
chr9	130213873	130214022	150	*	X37904	6136	130209953	130213711	3759	-	161	upstream	161	RPL12
chr9	130214490	130214684	195	*	X37905	6136	130209953	130213711	3759	-	778	upstream	778	RPL12
chr9	130476989	130477003	15	*	X37911	158248	130478358	130493879	15522	+	1354	upstream	1354	TTC16
chr9	130477139	130477156	18	*	X37912	158248	130478358	130493879	15522	+	1201	upstream	1201	TTC16
chr9	130547443	130547637	195	*	X37919	100616250	130548112	130548286	175	+	474	upstream	474	MIR3960
chr9	130547443	130547637	195	*	X37919	1025	130548305	130553052	4748	+	667	upstream	667	CDK9
chr9	130639765	130639854	90	*	X37925	203	130628759	130640022	11264	-	0	inside	167	AK1
chr9	130693593	130693607	15	*	X37932	138429	130683808	130693076	9269	-	516	upstream	516	PIP5KL1
chr9	130700569	130700703	135	*	X37934	8818	130697374	130700763	3390	-	0	inside	59	DPM2
chr9	130742789	130742908	120	*	X37936	399665	130702861	130742812	39952	-	0	overlapStart	0	FAM102A
chr9	130830180	130830305	126	*	X37937	114789	130830479	130871537	41059	+	173	upstream	173	SLC25A25
chr9	130830180	130830305	126	*	X37937	203245	130823512	130829599	6088	-	580	upstream	580	NAIF1
chr9	130891591	130891665	75	*	X37938	80142	130882972	130890741	7770	-	849	upstream	849	PTGES2
chr9	130922534	130922592	59	*	X37939	79095	130922539	130926207	3669	+	0	overlapStart	0	C9orf16
chr9	130965845	130966010	166	*	X37943	1759	130965663	131017527	51865	+	0	inside	181	DNM1
chr9	131037981	131038325	345	*	X37948	375757	131038425	131051268	12844	+	99	upstream	99	SWI5
chr9	131037981	131038325	345	*	X37948	2801	131018108	131038268	20161	-	0	overlapStart	0	GOLGA2
chr9	131038976	131039215	240	*	X37949	2801	131018108	131038268	20161	-	707	upstream	707	GOLGA2
chr9	131102985	131103036	52	*	X37950	10999	131102839	131123749	20911	+	0	inside	145	SLC27A4
chr9	131133343	131133552	210	*	X37952	81605	131133598	131154295	20698	+	45	upstream	45	URM1
chr9	131155750	131156034	285	*	X37957	407003	131154897	131154993	97	-	756	upstream	756	MIR219A2
chr9	131156425	131156544	120	*	X37958	407003	131154897	131154993	97	-	1431	upstream	1431	MIR219A2
chr9	131173524	131173733	210	*	X37966	51148	131174045	131199630	25586	+	311	upstream	311	CERCAM
chr9	131174154	131174273	120	*	X37967	51148	131174045	131199630	25586	+	0	inside	108	CERCAM
chr9	131266918	131267052	135	*	X37974	2733	131266971	131304580	37610	+	0	overlapStart	0	GLE1
chr9	131445820	131445924	105	*	X37976	6418	131445934	131458675	12742	+	9	upstream	9	SET
chr9	131446033	131446089	57	*	X37977	6418	131445934	131458675	12742	+	0	inside	98	SET
chr9	131485468	131485602	135	*	X37983	100506100	131486741	131495522	8782	+	1138	upstream	1138	LOC100506100
chr9	131485633	131485947	315	*	X37984	100506100	131486741	131495522	8782	+	793	upstream	793	LOC100506100
chr9	131486203	131486337	135	*	X37985	100506100	131486741	131495522	8782	+	403	upstream	403	LOC100506100
chr9	131486203	131486337	135	*	X37985	84885	131483149	131486408	3260	-	0	inside	70	ZDHHC12
chr9	131533991	131534140	150	*	X37986	10444	131492067	131534213	42147	-	0	inside	72	ZER1
chr9	131549786	131549980	195	*	X37987	54662	131549510	131572711	23202	+	0	inside	275	TBC1D13
chr9	131644684	131644848	165	*	X37988	56262	131644391	131680317	35927	+	0	inside	292	LRRC8A
chr9	131644684	131644848	165	*	X37988	883	131595392	131644354	48963	-	329	upstream	329	KYAT1
chr9	131645388	131645507	120	*	X37989	883	131595392	131644354	48963	-	1033	upstream	1033	KYAT1
chr9	131710294	131710413	120	*	X37994	22845	131707809	131710012	2204	-	281	upstream	281	DOLK
chr9	131842991	131843110	120	*	X37998	57171	131843383	131852717	9335	+	272	upstream	272	DOLPP1
chr9	131872129	131872134	6	*	X38000	5524	131873228	131911225	37998	+	1093	upstream	1093	PTPA
chr9	131872259	131872308	50	*	X38001	5524	131873228	131911225	37998	+	919	upstream	919	PTPA
chr9	131872474	131872563	90	*	X38002	5524	131873228	131911225	37998	+	664	upstream	664	PTPA
chr9	131873044	131873072	29	*	X38003	5524	131873228	131911225	37998	+	155	upstream	155	PTPA
chr9	131873044	131873072	29	*	X38003	1384	131857073	131873070	15998	-	0	overlapStart	0	CRAT
chr9	131873195	131873298	104	*	X38004	5524	131873228	131911225	37998	+	0	overlapStart	0	PTPA
chr9	131873195	131873298	104	*	X38004	1384	131857073	131873070	15998	-	124	upstream	124	CRAT
chr9	131873794	131873898	105	*	X38005	1384	131857073	131873070	15998	-	723	upstream	723	CRAT
chr9	131873914	131874273	360	*	X38006	1384	131857073	131873070	15998	-	843	upstream	843	CRAT
chr9	131874289	131874408	120	*	X38007	1384	131857073	131873070	15998	-	1218	upstream	1218	CRAT
chr9	132083383	132083502	120	*	X38028	414318	132083295	132084882	1588	+	0	inside	87	C9orf106
chr9	132244348	132244632	285	*	X38053	100506190	132245730	132275965	30236	+	1097	upstream	1097	LINC00963
chr9	132245093	132245275	183	*	X38054	100506190	132245730	132275965	30236	+	454	upstream	454	LINC00963
chr9	132245666	132245785	120	*	X38055	100506190	132245730	132275965	30236	+	0	overlapStart	0	LINC00963
chr9	132427376	132428065	690	*	X38071	51450	132427920	132484951	57032	+	0	overlapStart	0	PRRX2
chr9	132565721	132565990	270	*	X38078	27348	132565432	132573560	8129	+	0	inside	288	TOR1B
chr9	132586054	132586188	135	*	X38081	1861	132575221	132586441	11221	-	0	inside	252	TOR1A
chr9	132805005	132805184	180	*	X38085	23048	132649466	132805473	156008	-	0	inside	288	FNBP1
chr9	132805260	132805334	75	*	X38086	23048	132649466	132805473	156008	-	0	inside	138	FNBP1
chr9	132805425	132805501	77	*	X38087	23048	132649466	132805473	156008	-	0	overlapStart	0	FNBP1
chr9	132805568	132805619	52	*	X38088	23048	132649466	132805473	156008	-	94	upstream	94	FNBP1
chr9	132934401	132934476	76	*	X38090	23413	132934857	132999583	64727	+	380	upstream	380	NCS1
chr9	132934866	132935103	238	*	X38091	23413	132934857	132999583	64727	+	0	inside	8	NCS1
chr9	133319256	133319360	105	*	X38097	445	133320094	133376661	56568	+	733	upstream	733	ASS1
chr9	133319857	133319930	74	*	X38098	445	133320094	133376661	56568	+	163	upstream	163	ASS1
chr9	133454754	133454843	90	*	X38102	8939	133454960	133513739	58780	+	116	upstream	116	FUBP3
chr9	133454754	133454843	90	*	X38102	100272217	133452737	133454881	2145	-	0	inside	37	LOC100272217
chr9	133455196	133455315	120	*	X38103	8939	133454960	133513739	58780	+	0	inside	235	FUBP3
chr9	133455196	133455315	120	*	X38103	100272217	133452737	133454881	2145	-	314	upstream	314	LOC100272217
chr9	133539625	133540029	405	*	X38110	59335	133539981	133558384	18404	+	0	overlapStart	0	PRDM12
chr9	133568316	133568409	94	*	X38118	23404	133569158	133580452	11295	+	748	upstream	748	EXOSC2
chr9	133568996	133569115	120	*	X38119	23404	133569158	133580452	11295	+	42	upstream	42	EXOSC2
chr9	133588360	133588479	120	*	X38120	25	133589268	133763062	173795	+	788	upstream	788	ABL1
chr9	133588624	133588893	270	*	X38121	25	133589268	133763062	173795	+	374	upstream	374	ABL1
chr9	133815229	133815303	75	*	X38124	84929	133777825	133814455	36631	-	773	upstream	773	FIBCD1
chr9	133815343	133815407	65	*	X38125	84929	133777825	133814455	36631	-	887	upstream	887	FIBCD1
chr9	133816311	133816445	135	*	X38126	84929	133777825	133814455	36631	-	1855	upstream	1855	FIBCD1
chr9	133883995	133884056	62	*	X38127	10319	133884504	133968446	83943	+	447	upstream	447	LAMC3
chr9	134000456	134000590	135	*	X38128	8021	134000981	134109091	108111	+	390	upstream	390	NUP214
chr9	134153070	134153189	120	*	X38129	286336	134133465	134151906	18442	-	1163	upstream	1163	FAM78A
chr9	134153280	134153312	33	*	X38130	286336	134133465	134151906	18442	-	1373	upstream	1373	FAM78A
chr9	134268992	134269141	150	*	X38134	84726	134269600	134375575	105976	+	458	upstream	458	PRRC2B
chr9	134378570	134378674	105	*	X38139	10585	134378289	134399193	20905	+	0	inside	280	POMT1
chr9	134406867	134407061	195	*	X38142	83549	134399183	134406662	7480	-	204	upstream	204	UCK1
chr9	135036496	135036615	120	*	X38156	84628	135037334	135118220	80887	+	718	upstream	718	NTNG2
chr9	135284084	135284203	120	*	X38166	7270	135250937	135282238	31302	-	1845	upstream	1845	TTF1
chr9	135284084	135284203	120	*	X38166	389799	135285611	135448675	163065	+	1407	upstream	1407	CFAP77
chr9	135456084	135456263	180	*	X38173	56751	135457993	135465640	7648	+	1729	upstream	1729	BARHL1
chr9	135456354	135456413	60	*	X38174	56751	135457993	135465640	7648	+	1579	upstream	1579	BARHL1
chr9	135456579	135456683	105	*	X38175	56751	135457993	135465640	7648	+	1309	upstream	1309	BARHL1
chr9	135457126	135457170	45	*	X38176	56751	135457993	135465640	7648	+	822	upstream	822	BARHL1
chr9	135457831	135457920	90	*	X38177	56751	135457993	135465640	7648	+	72	upstream	72	BARHL1
chr9	135458109	135458228	120	*	X38178	56751	135457993	135465640	7648	+	0	inside	115	BARHL1
chr9	135546036	135546140	105	*	X38184	64794	135469676	135545788	76113	-	247	upstream	247	DDX31
chr9	135754070	135754309	240	*	X38193	158067	135600965	135754198	153234	-	0	overlapStart	0	AK8
chr9	135820380	135820442	63	*	X38195	7248	135766735	135820020	53286	-	359	upstream	359	TSC1
chr9	135853592	135853671	80	*	X38197	8328	135853894	135867084	13191	+	222	upstream	222	GFI1B
chr9	136040027	136040114	88	*	X38211	26301	136028340	136039301	10962	-	725	upstream	725	GBGT1
chr9	136040027	136040114	88	*	X38211	5900	135973107	136039301	66195	-	725	upstream	725	RALGDS
chr9	136085740	136085848	109	*	X38215	29989	136080666	136084628	3963	-	1111	upstream	1111	OBP2B
chr9	136150861	136150920	60	*	X38218	28	136130563	136150630	20068	-	230	upstream	230	ABO
chr9	136151371	136151550	180	*	X38219	28	136130563	136150630	20068	-	740	upstream	740	ABO
chr9	136203533	136203613	81	*	X38223	6838	136197552	136203047	5496	-	485	upstream	485	SURF6
chr9	136214648	136214782	135	*	X38224	6130	136215069	136218280	3212	+	286	upstream	286	RPL7A
chr9	136214648	136214782	135	*	X38224	26820	136216251	136216325	75	+	1468	upstream	1468	SNORD24
chr9	136214648	136214782	135	*	X38224	6837	136207755	136214972	7218	-	0	inside	189	MED22
chr9	136223603	136223812	210	*	X38225	6835	136223421	136228040	4620	+	0	inside	181	SURF2
chr9	136223603	136223812	210	*	X38225	6834	136218666	136223361	4696	-	241	upstream	241	SURF1
chr9	136324618	136324814	197	*	X38229	11094	136325087	136335909	10823	+	272	upstream	272	CACFD1
chr9	136343983	136344087	105	*	X38231	11182	136336216	136344276	8061	-	0	inside	188	SLC2A6
chr9	136858013	136858051	39	*	X38238	7410	136627016	136857446	230431	-	566	upstream	566	VAV2
chr9	136933625	136933804	180	*	X38241	8019	136895446	136933655	38210	-	0	overlapStart	0	BRD3
chr9	136934032	136934151	120	*	X38242	8019	136895446	136933655	38210	-	376	upstream	376	BRD3
chr9	137001100	137001146	47	*	X38243	11091	137001210	137025094	23885	+	63	upstream	63	WDR5
chr9	137001370	137001564	195	*	X38244	11091	137001210	137025094	23885	+	0	inside	159	WDR5
chr9	137966242	137966287	46	*	X38251	10439	137967089	138013030	45942	+	801	upstream	801	OLFM1
chr9	137966828	137967352	525	*	X38252	10439	137967089	138013030	45942	+	0	overlapStart	0	OLFM1
chr9	138392717	138392851	135	*	X38255	51116	138392477	138396519	4043	+	0	inside	239	MRPS2
chr9	138392717	138392851	135	*	X38255	138162	138387026	138392364	5339	-	352	upstream	352	C9orf116
chr9	138393587	138393706	120	*	X38256	138162	138387026	138392364	5339	-	1222	upstream	1222	C9orf116
chr9	138593617	138593648	32	*	X38257	57582	138594031	138684993	90963	+	382	upstream	382	KCNT1
chr9	138594134	138594183	50	*	X38258	57582	138594031	138684993	90963	+	0	inside	102	KCNT1
chr9	138798735	138798839	105	*	X38264	157922	138700333	138799005	98673	-	0	inside	165	CAMSAP1
chr9	138799592	138799634	43	*	X38265	157922	138700333	138799005	98673	-	586	upstream	586	CAMSAP1
chr9	138987239	138987403	165	*	X38270	138151	138898383	138987131	88749	-	107	upstream	107	NACC2
chr9	138987444	138987550	107	*	X38271	138151	138898383	138987131	88749	-	312	upstream	312	NACC2
chr9	138988389	138988427	39	*	X38272	138151	138898383	138987131	88749	-	1257	upstream	1257	NACC2
chr9	139011002	139011076	75	*	X38275	90120	139006427	139010731	4305	-	270	upstream	270	TMEM250
chr9	139011122	139011241	120	*	X38276	90120	139006427	139010731	4305	-	390	upstream	390	TMEM250
chr9	139011255	139011314	60	*	X38277	90120	139006427	139010731	4305	-	523	upstream	523	TMEM250
chr9	139096694	139096828	135	*	X38296	8022	139088096	139096955	8860	-	0	inside	126	LHX3
chr9	139096949	139096971	23	*	X38297	8022	139088096	139096955	8860	-	0	overlapStart	0	LHX3
chr9	139097065	139097188	124	*	X38298	8022	139088096	139096955	8860	-	109	upstream	109	LHX3
chr9	139222454	139222532	79	*	X38302	26102	139216998	139221779	4782	-	674	upstream	674	DKFZP434A062
chr9	139334153	139334242	90	*	X38308	56623	139323067	139334256	11190	-	0	inside	13	INPP5E
chr9	139334278	139334285	8	*	X38309	56623	139323067	139334256	11190	-	21	upstream	21	INPP5E
chr9	139377283	139377597	315	*	X38310	158055	139377947	139380519	2573	+	349	upstream	349	C9orf163
chr9	139377937	139377957	21	*	X38311	158055	139377947	139380519	2573	+	0	overlapStart	0	C9orf163
chr9	139377937	139377957	21	*	X38311	9919	139334548	139378211	43664	-	0	inside	253	SEC16A
chr9	139378498	139378602	105	*	X38312	9919	139334548	139378211	43664	-	286	upstream	286	SEC16A
chr9	139440138	139440242	105	*	X38315	4851	139388896	139440238	51343	-	0	overlapStart	0	NOTCH1
chr9	139440306	139440367	62	*	X38316	4851	139388896	139440238	51343	-	67	upstream	67	NOTCH1
chr9	139441593	139441595	3	*	X38317	4851	139388896	139440238	51343	-	1354	upstream	1354	NOTCH1
chr9	139441593	139441595	3	*	X38317	100616301	139440625	139440711	87	-	881	upstream	881	MIR4674
chr9	139581801	139581928	128	*	X38322	10555	139567595	139581911	14317	-	0	overlapStart	0	AGPAT2
chr9	139582159	139582280	122	*	X38323	10555	139567595	139581911	14317	-	247	upstream	247	AGPAT2
chr9	139607304	139607423	120	*	X38324	138311	139607024	139619170	12147	+	0	inside	279	DIPK1B
chr9	139685992	139686141	150	*	X38326	85014	139685777	139687769	1993	+	0	inside	214	TMEM141
chr9	139701937	139702041	105	*	X38335	55684	139702192	139735639	33448	+	150	upstream	150	RABL6
chr9	139741605	139741802	198	*	X38336	29085	139743256	139745490	2235	+	1453	upstream	1453	PHPT1
chr9	139741993	139742067	75	*	X38337	29085	139743256	139745490	2235	+	1188	upstream	1188	PHPT1
chr9	139743013	139743177	165	*	X38338	29085	139743256	139745490	2235	+	78	upstream	78	PHPT1
chr9	139743381	139743560	180	*	X38339	29085	139743256	139745490	2235	+	0	inside	124	PHPT1
